,word,define,synonyms,similarity 
214,able,skilled in activity,brainy,100
215,able,skilled in activity,expert,100
216,able,skilled in activity,hip,100
217,able,skilled in activity,masterly,100
218,able,skilled in activity,sharp,100
219,able,skilled in activity,with it,100
220,able,skilled in activity,hep,100
221,able,skilled in activity,wised up,100
222,able,quick to learn,adept,100
223,able,quick to learn,intelligent,100
224,able,quick to learn,able,100
225,able,quick to learn,smart,100
226,able,quick to learn,astute,100
227,able,quick to learn,bright,100
228,able,quick to learn,clever,100
229,able,quick to learn,expert,100
230,able,quick to learn,gifted,100
231,able,quick to learn,ingenious,100
232,able,quick to learn,not born yesterday,100
233,able,quick to learn,prompt,100
234,able,quick to learn,ready,100
235,able,quick to learn,savvy,100
236,able,quick to learn,sharp,100
237,able,quick to learn,skilled,100
238,able,quick to learn,skillful,100
239,able,quick to learn,talented,100
240,able,quick to learn,teachable,100
241,able,quick to learn,no dummy,100
242,able,quick to learn,quick on the trigger,100
243,able,quick to learn,quick on the uptake,100
244,able,quick to learn,nobody's fool,100
245,able,"clever, artful",ingenious,100
246,able,"clever, artful",cautious,100
247,able,"clever, artful",wise,100
248,able,"clever, artful",sly,100
249,able,"clever, artful",adroit,100
250,able,"clever, artful",skillful,100
251,able,"clever, artful",shrewd,100
252,able,"clever, artful",frugal,100
253,able,"clever, artful",discreet,100
254,able,"clever, artful",cagey,100
255,able,"clever, artful",judicious,100
256,able,"clever, artful",subtle,100
257,able,"clever, artful",prudent,100
258,able,"clever, artful",intelligent,100
259,able,"clever, artful",astute,100
260,able,"clever, artful",able,100
261,able,"clever, artful",acute,100
262,able,"clever, artful",careful,100
263,able,"clever, artful",circumspect,100
264,able,"clever, artful",cunning,100
265,able,"clever, artful",dexterous,100
266,able,"clever, artful",foxy,100
267,able,"clever, artful",knowing,100
268,able,"clever, artful",perspicacious,100
269,able,"clever, artful",quick,100
270,able,"clever, artful",quick-witted,100
271,able,"clever, artful",sagacious,100
272,able,"clever, artful",slick,100
273,able,"clever, artful",slippery,100
274,able,"clever, artful",smart,100
275,able,"clever, artful",smooth,100
276,able,"clever, artful",street smart,100
277,able,"clever, artful",wary,100
278,able,"clever, artful",watchful,100
279,able,"clever, artful",with it,100
280,able,"clever, artful",worldly-wise,100
281,able,"clever, artful",having fancy footwork,100
282,able,"clever, artful",hep,100
283,able,"clever, artful",nimble-witted,100
284,able,"clever, artful",streetwise,100
285,able,able to perform,experienced,100
286,able,able to perform,suited,100
287,able,able to perform,talented,100
288,able,able to perform,efficient,100
289,able,able to perform,gifted,100
290,able,able to perform,able,100
291,able,able to perform,accomplished,100
292,able,able to perform,proficient,100
293,able,able to perform,adept,100
294,able,able to perform,good,100
295,able,able to perform,qualified,100
296,able,able to perform,skillful,100
297,able,able to perform,competent,100
298,able,able to perform,adequate,100
299,able,able to perform,intelligent,100
300,able,able to perform,adapted,100
301,able,able to perform,apt,100
302,able,able to perform,au fait,100
303,able,able to perform,clever,100
304,able,able to perform,fitted,100
305,able,able to perform,green thumb,100
306,able,able to perform,masterly,100
307,able,able to perform,old hand,100
308,able,able to perform,old-timer,100
309,able,able to perform,on the ball,100
310,able,able to perform,proper,100
311,able,able to perform,veteran,100
312,able,able to perform,dynamite,100
313,able,able to perform,up,100
314,able,able to perform,fireball,100
315,able,able to perform,has what it takes,100
316,able,able to perform,having know-how,100
317,able,able to perform,having the goods,100
318,able,able to perform,having the right stuff,100
319,able,able to perform,knowing the ropes,100
320,able,able to perform,knowing the score,100
321,able,able to perform,like a one-man band,100
322,able,able to perform,like a pistol,100
323,able,able to perform,there,100
324,able,able to perform,up to it,100
325,able,able to perform,up to snuff,100
326,able,able to perform,up to speed,100
327,able,"bright, ingenious",adept,10
328,able,"bright, ingenious",adroit,10
329,able,"bright, ingenious",alert,10
330,able,"bright, ingenious",astute,10
331,able,"bright, ingenious",brainy,10
332,able,"bright, ingenious",cagey,10
333,able,"bright, ingenious",canny,10
334,able,"bright, ingenious",capable,10
335,able,"bright, ingenious",competent,10
336,able,"bright, ingenious",crackerjack,10
337,able,"bright, ingenious",discerning,10
338,able,"bright, ingenious",egghead,10
339,able,"bright, ingenious",expert,10
340,able,"bright, ingenious",foxy,10
341,able,"bright, ingenious",gifted,10
342,able,"bright, ingenious",intelligent,10
343,able,"bright, ingenious",inventive,10
344,able,"bright, ingenious",knowing,10
345,able,"bright, ingenious",knowledgeable,10
346,able,"bright, ingenious",many-sided,10
347,able,"bright, ingenious",nimble,10
348,able,"bright, ingenious",pretty,10
349,able,"bright, ingenious",pro,10
350,able,"bright, ingenious",quick-witted,10
351,able,"bright, ingenious",rational,10
352,able,"bright, ingenious",resourceful,10
353,able,"bright, ingenious",sagacious,10
354,able,"bright, ingenious",savvy,10
355,able,"bright, ingenious",sensible,10
356,able,"bright, ingenious",shrewd,10
357,able,"bright, ingenious",skilled,10
358,able,"bright, ingenious",skillful,10
359,able,"bright, ingenious",slick,10
360,able,"bright, ingenious",sly,10
361,able,"bright, ingenious",sprightly,10
362,able,"bright, ingenious",talented,10
363,able,"bright, ingenious",versatile,10
364,able,"bright, ingenious",wise,10
365,able,"bright, ingenious",witty,10
366,able,"bright, ingenious",able,10
367,able,"bright, ingenious",apt,10
368,able,"bright, ingenious",brilliant,10
369,able,"bright, ingenious",cunning,10
370,able,"bright, ingenious",deep,10
371,able,"bright, ingenious",dexterous/dextrous,10
372,able,"bright, ingenious",good,10
373,able,"bright, ingenious",handy,10
374,able,"bright, ingenious",keen,10
375,able,"bright, ingenious",qualified,10
376,able,"bright, ingenious",quick,10
377,able,"bright, ingenious",quick on trigger,10
378,able,"bright, ingenious",sharp,10
379,able,"bright, ingenious",smart,10
380,able,"bright, ingenious",nobody's fool,10
381,able,"bright, ingenious",adept,10
382,able,"bright, ingenious",adroit,10
383,able,"bright, ingenious",alert,10
384,able,"bright, ingenious",astute,10
385,able,"bright, ingenious",brainy,10
386,able,"bright, ingenious",cagey,10
387,able,"bright, ingenious",canny,10
388,able,"bright, ingenious",capable,10
389,able,"bright, ingenious",competent,10
390,able,"bright, ingenious",crackerjack,10
391,able,"bright, ingenious",discerning,10
392,able,"bright, ingenious",egghead,10
393,able,"bright, ingenious",expert,10
394,able,"bright, ingenious",foxy,10
395,able,"bright, ingenious",gifted,10
396,able,"bright, ingenious",intelligent,10
397,able,"bright, ingenious",inventive,10
398,able,"bright, ingenious",knowing,10
399,able,"bright, ingenious",knowledgeable,10
400,able,"bright, ingenious",many-sided,10
401,able,"bright, ingenious",nimble,10
402,able,"bright, ingenious",pretty,10
403,able,"bright, ingenious",pro,10
404,able,"bright, ingenious",quick-witted,10
405,able,"bright, ingenious",rational,10
406,able,"bright, ingenious",resourceful,10
407,able,"bright, ingenious",sagacious,10
408,able,"bright, ingenious",savvy,10
409,able,"bright, ingenious",sensible,10
410,able,"bright, ingenious",shrewd,10
411,able,"bright, ingenious",skilled,10
412,able,"bright, ingenious",skillful,10
413,able,"bright, ingenious",slick,10
414,able,"bright, ingenious",sly,10
415,able,"bright, ingenious",sprightly,10
416,able,"bright, ingenious",talented,10
417,able,"bright, ingenious",versatile,10
418,able,"bright, ingenious",wise,10
419,able,"bright, ingenious",witty,10
420,able,"bright, ingenious",able,10
421,able,"bright, ingenious",apt,10
422,able,"bright, ingenious",brilliant,10
423,able,"bright, ingenious",cunning,10
424,able,"bright, ingenious",deep,10
425,able,"bright, ingenious",dexterous/dextrous,10
426,able,"bright, ingenious",good,10
427,able,"bright, ingenious",handy,10
428,able,"bright, ingenious",keen,10
429,able,"bright, ingenious",qualified,10
430,able,"bright, ingenious",quick,10
431,able,"bright, ingenious",quick on trigger,10
432,able,"bright, ingenious",sharp,10
433,able,"bright, ingenious",smart,10
434,able,"bright, ingenious",nobody's fool,10
435,abortion,pregnancy prevention,contraceptive,100
436,abortion,pregnancy prevention,abstinence,100
437,abortion,pregnancy prevention,abortion,100
438,abortion,pregnancy prevention,condom,100
439,abortion,pregnancy prevention,pill,100
440,abortion,pregnancy prevention,rubber,100
441,abortion,pregnancy prevention,safety,100
442,abortion,pregnancy prevention,diaphragm,100
443,abortion,pregnancy prevention,vasectomy,100
444,abortion,pregnancy prevention,family planning,100
445,abortion,pregnancy prevention,IUD,100
446,abortion,pregnancy prevention,birth prevention,100
447,abortion,pregnancy prevention,conception prevention,100
448,abortion,pregnancy prevention,contraception,100
449,abortion,pregnancy prevention,method of preventing pregnancy,100
450,abortion,pregnancy prevention,planned parenthood,100
451,abortion,pregnancy prevention,rhythm method,100
452,abortion,pregnancy prevention,tied tubes,100
453,abortion,lack of success,breakdown,100
454,abortion,lack of success,loss,100
455,abortion,lack of success,misstep,100
456,abortion,lack of success,collapse,100
457,abortion,lack of success,decline,100
458,abortion,lack of success,failing,100
459,abortion,lack of success,deficiency,100
460,abortion,lack of success,deterioration,100
461,abortion,lack of success,defeat,100
462,abortion,lack of success,bankruptcy,100
463,abortion,lack of success,flop,100
464,abortion,lack of success,bomb,100
465,abortion,lack of success,downfall,100
466,abortion,lack of success,turkey,100
467,abortion,lack of success,lemon,100
468,abortion,lack of success,wreck,100
469,abortion,lack of success,stoppage,100
470,abortion,lack of success,rout,100
471,abortion,lack of success,misadventure,100
472,abortion,lack of success,inadequacy,100
473,abortion,lack of success,bust,100
474,abortion,lack of success,deficit,100
475,abortion,lack of success,frustration,100
476,abortion,lack of success,overthrow,100
477,abortion,lack of success,stalemate,100
478,abortion,lack of success,checkmate,100
479,abortion,lack of success,mess,100
480,abortion,lack of success,miscarriage,100
481,abortion,lack of success,rupture,100
482,abortion,lack of success,decay,100
483,abortion,lack of success,botch,100
484,abortion,lack of success,abortion,100
485,abortion,lack of success,loser,100
486,abortion,lack of success,fiasco,100
487,abortion,lack of success,bungle,100
488,abortion,lack of success,false step,100
489,abortion,lack of success,faux pas,100
490,abortion,lack of success,flash in the pan,100
491,abortion,lack of success,nonperformance,100
492,abortion,lack of success,implosion,100
493,abortion,lack of success,washout,100
494,abortion,lack of success,lead balloon,100
495,abortion,lack of success,nonsuccess,100
496,abortion,lack of success,sinking ship,100
497,abortion,lack of success,total loss,100
498,abortion,lack of success,breakdowns,100
499,abortion,lack of success,losses,100
500,abortion,lack of success,missteps,100
501,abortion,lack of success,collapses,100
502,abortion,lack of success,declines,100
503,abortion,lack of success,failings,100
504,abortion,lack of success,deficiencies,100
505,abortion,lack of success,deteriorations,100
506,abortion,lack of success,defeats,100
507,abortion,lack of success,bankruptcies,100
508,abortion,lack of success,flops,100
509,abortion,lack of success,bombs,100
510,abortion,lack of success,downfalls,100
511,abortion,lack of success,turkeys,100
512,abortion,lack of success,lemons,100
513,abortion,lack of success,wrecks,100
514,abortion,lack of success,stoppages,100
515,abortion,lack of success,routs,100
516,abortion,lack of success,misadventures,100
517,abortion,lack of success,inadequacies,100
518,abortion,lack of success,busts,100
519,abortion,lack of success,deficits,100
520,abortion,lack of success,frustrations,100
521,abortion,lack of success,overthrows,100
522,abortion,lack of success,stalemates,100
523,abortion,lack of success,checkmates,100
524,abortion,lack of success,messes,100
525,abortion,lack of success,miscarriages,100
526,abortion,lack of success,ruptures,100
527,abortion,lack of success,decay,100
528,abortion,lack of success,botches,100
529,abortion,lack of success,abortions,100
530,abortion,lack of success,losers,100
531,abortion,lack of success,fiascoes,100
532,abortion,lack of success,bungles,100
533,abortion,lack of success,false steps,100
534,abortion,lack of success,faux pas,100
535,abortion,lack of success,flash in the pans,100
536,abortion,lack of success,nonperformances,100
537,abortion,lack of success,implosions,100
538,abortion,lack of success,washouts,100
539,abortion,lack of success,lead balloons,100
540,abortion,lack of success,nonsuccesses,100
541,abortion,lack of success,sinking ships,100
542,abortion,lack of success,total losses,100
543,abortion,catastrophe,breakdown,100
544,abortion,catastrophe,disaster,100
545,abortion,catastrophe,farce,100
546,abortion,catastrophe,failure,100
547,abortion,catastrophe,mess,100
548,abortion,catastrophe,flop,100
549,abortion,catastrophe,blunder,100
550,abortion,catastrophe,embarrassment,100
551,abortion,catastrophe,debacle,100
552,abortion,catastrophe,stunt,100
553,abortion,catastrophe,flap,100
554,abortion,catastrophe,ruin,100
555,abortion,catastrophe,abortion,100
556,abortion,catastrophe,error,100
557,abortion,catastrophe,miscarriage,100
558,abortion,catastrophe,screwup,100
559,abortion,catastrophe,route,100
560,abortion,catastrophe,washout,100
561,abortion,catastrophe,botched situation,100
562,abortion,catastrophe,dumb thing to do,100
563,abortion,catastrophe,dumb trick,100
564,abortion,"something, someone very abnormal",mutant,100
565,abortion,"something, someone very abnormal",monster,100
566,abortion,"something, someone very abnormal",aberration,100
567,abortion,"something, someone very abnormal",geek,100
568,abortion,"something, someone very abnormal",weirdo,100
569,abortion,"something, someone very abnormal",anomaly,100
570,abortion,"something, someone very abnormal",oddity,100
571,abortion,"something, someone very abnormal",abortion,100
572,abortion,"something, someone very abnormal",grotesque,100
573,abortion,"something, someone very abnormal",rarity,100
574,abortion,"something, someone very abnormal",chimera,100
575,abortion,"something, someone very abnormal",mutation,100
576,abortion,"something, someone very abnormal",curiosity,100
577,abortion,"something, someone very abnormal",queer,100
578,abortion,"something, someone very abnormal",monstrosity,100
579,abortion,"something, someone very abnormal",sport,100
580,abortion,"something, someone very abnormal",malformation,100
581,abortion,"something, someone very abnormal",misshape,100
582,abortion,"something, someone very abnormal",miscreation,100
583,abortion,failure,breakdown,100
584,abortion,failure,inadequacy,100
585,abortion,failure,deterioration,100
586,abortion,failure,rupture,100
587,abortion,failure,bankruptcy,100
588,abortion,failure,failing,100
589,abortion,failure,bomb,100
590,abortion,failure,misadventure,100
591,abortion,failure,deficiency,100
592,abortion,failure,wreck,100
593,abortion,failure,turkey,100
594,abortion,failure,decline,100
595,abortion,failure,lemon,100
596,abortion,failure,decay,100
597,abortion,failure,stoppage,100
598,abortion,failure,rout,100
599,abortion,failure,downfall,100
600,abortion,failure,bust,100
601,abortion,failure,deficit,100
602,abortion,failure,frustration,100
603,abortion,failure,overthrow,100
604,abortion,failure,stalemate,100
605,abortion,failure,misstep,100
606,abortion,failure,collapse,100
607,abortion,failure,mess,100
608,abortion,failure,botch,100
609,abortion,failure,fiasco,100
610,abortion,failure,miscarriage,100
611,abortion,failure,loss,100
612,abortion,failure,flop,100
613,abortion,failure,abortion,100
614,abortion,failure,loser,100
615,abortion,failure,defeat,100
616,abortion,failure,bungle,100
617,abortion,failure,checkmate,100
618,abortion,failure,false step,100
619,abortion,failure,faux pas,100
620,abortion,failure,flash in the pan,100
621,abortion,failure,implosion,100
622,abortion,failure,nonperformance,100
623,abortion,failure,washout,100
624,abortion,failure,lead balloon,100
625,abortion,failure,nonsuccess,100
626,abortion,failure,sinking ship,100
627,abortion,failure,total loss,100
628,about,"nearly, very nearly",essentially,100
629,about,"nearly, very nearly",around,100
630,about,"nearly, very nearly",practically,100
631,about,"nearly, very nearly",roughly,100
632,about,"nearly, very nearly",approximately,100
633,about,"nearly, very nearly",most,100
634,about,"nearly, very nearly",much,100
635,about,"nearly, very nearly",virtually,100
636,about,"nearly, very nearly",about,100
637,about,"nearly, very nearly",relatively,100
638,about,"nearly, very nearly",about to,100
639,about,"nearly, very nearly",in effect,100
640,about,"nearly, very nearly",just about,100
641,about,"nearly, very nearly",substantially,100
642,about,"nearly, very nearly",well-nigh,100
643,about,"nearly, very nearly",nigh,100
644,about,"nearly, very nearly",all but,100
645,about,"nearly, very nearly",as good as,100
646,about,"nearly, very nearly",bordering on,100
647,about,"nearly, very nearly",close to,100
648,about,"nearly, very nearly",close upon,100
649,about,"nearly, very nearly",for all practical purposes,100
650,about,"nearly, very nearly",for the greatest part,100
651,about,"nearly, very nearly",in the neighborhood of,100
652,about,"nearly, very nearly",in the vicinity of,100
653,about,"nearly, very nearly",near to,100
654,about,"nearly, very nearly",not far from,100
655,about,"nearly, very nearly",not quite,100
656,about,"nearly, very nearly",on the brink of,100
657,about,"nearly, very nearly",on the edge of,100
658,about,"nearly, very nearly",on the point of,100
659,about,"nearly, very nearly",on the verge of,100
660,about,"nearly, very nearly",pretty near,100
661,about,"nearly, very nearly",within sight of,100
662,about,by any means,anyway,100
663,about,by any means,about,100
664,about,by any means,any which way,100
665,about,by any means,around,100
666,about,by any means,haphazard,100
667,about,by any means,haphazardly,100
668,about,by any means,helter-skelter,100
669,about,by any means,however,100
670,about,by any means,nevertheless,100
671,about,by any means,random,100
672,about,by any means,regardless,100
673,about,by any means,willy-nilly,100
674,about,by any means,at any rate,100
675,about,by any means,at random,100
676,about,by any means,in any case,100
677,about,by any means,in any respect,100
678,about,by any means,in any way,100
679,about,by any means,in either way,100
680,about,by any means,in one way or another,100
681,about,by any means,in whatever way,100
682,about,by any means,randomly,100
683,about,by any means,under any circumstances,100
684,about,by any means,whatever happens,100
685,about,nearly,almost,100
686,about,nearly,generally,100
687,about,nearly,roughly,100
688,about,nearly,relatively,100
689,about,nearly,about,100
690,about,nearly,around,100
691,about,nearly,ballpark figure,100
692,about,nearly,circa,100
693,about,nearly,closely,100
694,about,nearly,comparatively,100
695,about,nearly,just about,100
696,about,nearly,more or less,100
697,about,nearly,most,100
698,about,nearly,much,100
699,about,nearly,bordering on,100
700,about,nearly,close to,100
701,about,nearly,in the ballpark,100
702,about,nearly,in the neighborhood of,100
703,about,nearly,in the region of,100
704,about,nearly,in the vicinity of,100
705,about,nearly,loosely,100
706,about,nearly,not far from,100
707,about,nearly,not quite,100
708,about,nearly,proximately,100
709,about,nearly,upwards of,100
710,about,nearly,very close,100
711,about,in respect of,about,10
712,about,in respect of,against,10
713,about,in respect of,concerning,10
714,about,in respect of,regarding,10
715,about,in respect of,respecting,10
716,about,in respect of,touching,10
717,about,in respect of,toward,10
718,about,in respect of,as for,10
719,about,in respect of,as regards,10
720,about,in respect of,as to,10
721,about,in respect of,on the subject of,10
722,about,in respect of,with reference to,10
723,about,in respect of,with respect to,10
724,about,close to a place,almost,100
725,about,close to a place,about,100
726,about,close to a place,approximately,100
727,about,close to a place,nearby,100
728,about,close to a place,near,100
729,about,close to a place,close at hand,100
730,about,moving,about,10
731,about,moving,active,10
732,about,moving,afoot,10
733,about,moving,alert,10
734,about,moving,awake,10
735,about,moving,roused,10
736,above,high up,above,10
737,above,high up,over,10
738,above,high up,overhead,10
739,above,high up,up,10
740,above,remote,haughty,100
741,above,remote,standoffish,100
742,above,remote,unsympathetic,100
743,above,remote,distant,100
744,above,remote,detached,100
745,above,remote,indifferent,100
746,above,remote,unresponsive,100
747,above,remote,above,100
748,above,remote,apart,100
749,above,remote,casual,100
750,above,remote,chilly,100
751,above,remote,cold,100
752,above,remote,cool,100
753,above,remote,forbidding,100
754,above,remote,hard-boiled,100
755,above,remote,lone wolf,100
756,above,remote,loner,100
757,above,remote,reserved,100
758,above,remote,secluded,100
759,above,remote,solitary,100
760,above,remote,supercilious,100
761,above,remote,thick-skinned,100
762,above,remote,unapproachable,100
763,above,remote,unconcerned,100
764,above,remote,unfriendly,100
765,above,remote,uninterested,100
766,above,remote,unsociable,100
767,above,remote,uppity,100
768,above,remote,withdrawn,100
769,above,remote,incurious,100
770,above,remote,offish,100
771,above,remote,cold fish,100
772,above,remote,hard-hearted,100
773,above,remote,laid back,100
774,above,remote,on ice,100
775,above,remote,putting on airs,100
776,above,remote,stuck up,100
777,above,further; outside limits,above,10
778,above,further; outside limits,after,10
779,above,further; outside limits,ahead,10
780,above,further; outside limits,before,10
781,above,further; outside limits,behind,10
782,above,further; outside limits,besides,10
783,above,further; outside limits,farther,10
784,above,further; outside limits,moreover,10
785,above,further; outside limits,outside,10
786,above,further; outside limits,over,10
787,above,further; outside limits,past,10
788,above,further; outside limits,remote,10
789,above,further; outside limits,without,10
790,above,further; outside limits,yonder,10
791,above,further; outside limits,apart from,10
792,above,further; outside limits,as well as,10
793,above,further; outside limits,at a distance,10
794,above,further; outside limits,away from,10
795,above,further; outside limits,beyond the bounds,10
796,above,further; outside limits,clear of,10
